Rk,School,Conf,AP_Rank,Overall_W,Overall_L,SRS_OSRS,SRS_DSRS,SRS_SRS,Scoring_Off,Scoring_Def,Passing_Off,Passing_Def,Rushing_Off,Rushing_Def,Total_Off,Total_Def,WinPct,MOV,Season,Team,Points_For,Points_Against,Total_Wins,PregameElo_Mean,PregameElo_Start,PostgameElo_End,Excitement,Elo_Delta,AP_Pre,AP_High,ConfStrengthDiff,PollRankGap,SOS
73,Temple,American (East),,7,6,-3.41,2.6,-0.81,35.82,12.44,7.84,5.87,4.42,3.33,6.14,4.37,0.5384615384615384,23.380000000000003,2017,Temple,326.0,335.0,7,1510.0,1466.0,1502.0,3.805291555923077,36.0,,,-0.038000000000000034,,-1.57
74,Colorado State,MWC (Mountain),,7,6,4.38,-5.25,-0.87,44.26,17.46,9.34,6.58,5.72,4.61,7.58,5.5,0.5384615384615384,26.799999999999997,2017,Colorado State,434.0,361.0,7,1584.75,1613.0,1618.0,3.7452688031538464,5.0,,,0.08699999999999997,,-4.95
75,Marshall,CUSA (East),,8,5,-2.78,1.65,-1.13,37.2,12.17,7.93,6.02,4.58,2.83,6.37,4.17,0.6153846153846154,25.03,2017,Marshall,347.0,259.0,8,1401.1538461538462,1503.0,1380.0,4.383492326615385,-123.0,,,-0.11499999999999999,,-6.44
76,North Carolina,ACC (Coastal),,3,9,-0.52,-1.3,-1.82,43.52,15.59,8.09,6.28,5.26,3.65,6.7,4.64,0.25,27.930000000000003,2017,North Carolina,312.0,375.0,3,1569.2727272727273,1422.0,1583.0,4.366515355,161.0,,,-0.125,,4.1
77,Vanderbilt,SEC (East),,5,7,-1.92,-0.2,-2.11,40.11,16.64,8.95,5.17,4.8,4.11,7.03,4.37,0.4166666666666667,23.47,2017,Vanderbilt,295.0,376.0,5,1429.1818181818182,1359.0,1442.0,2.9139131493333337,83.0,,,-0.292,,2.3
78,Utah State,MWC (Mountain),,6,7,-2.77,0.59,-2.18,41.19,15.82,7.68,5.11,5.28,3.69,6.52,4.17,0.46153846153846156,25.369999999999997,2017,Utah State,392.0,350.0,6,1390.0,1443.0,1360.0,3.9064796229230767,-83.0,,,0.03799999999999998,,-3.72
79,Tulane,American (West),,5,7,-2.43,0.2,-2.24,37.83,13.96,8.44,7.17,5.34,4.32,6.31,5.46,0.4166666666666667,23.869999999999997,2017,Tulane,330.0,350.0,5,1337.1818181818182,1336.0,1319.0,4.440506514454546,-17.0,,,-0.04199999999999998,,-0.57
80,Rutgers,Big Ten (East),,4,8,-7.17,4.9,-2.27,37.21,11.22,6.91,5.77,5.51,3.69,6.13,4.45,0.3333333333333333,25.990000000000002,2017,Rutgers,216.0,340.0,4,1182.909090909091,1189.0,1204.0,3.26536182725,15.0,,,0.0,,6.15
81,Arkansas State,Sun Belt,,7,5,0.68,-3.1,-2.42,43.35,17.37,8.3,6.53,4.28,3.17,6.53,4.52,0.5833333333333334,25.98,2017,Arkansas State,454.0,309.0,7,1584.6363636363637,1569.0,1459.0,4.33303433075,-110.0,,,0.16700000000000004,,-9.92
82,Louisiana Tech,CUSA (West),,7,6,0.76,-3.2,-2.44,40.66,16.64,8.03,6.06,5.2,4.27,6.64,4.89,0.5384615384615384,24.019999999999996,2017,Louisiana Tech,396.0,330.0,7,1491.5,1490.0,1511.0,4.807516126307693,21.0,,,-0.038000000000000034,,-5.98
83,Arkansas,SEC (West),,4,8,4.2,-6.65,-2.45,45.41,19.66,9.04,6.48,5.74,3.93,7.22,4.9,0.3333333333333333,25.749999999999996,2017,Arkansas,345.0,434.0,4,1480.909090909091,1443.0,1474.0,4.673923952583333,31.0,,,-0.20800000000000002,,4.3
84,Colorado,Pac-12 (South),,5,7,-2.24,-0.36,-2.61,38.95,13.1,9.02,5.51,4.55,4.66,6.7,4.79,0.4166666666666667,25.85,2017,Colorado,317.0,338.0,5,1586.5454545454545,1520.0,1580.0,4.195189401166666,60.0,,,-0.19499999999999998,,-0.36
85,Western Michigan,MAC (West),,6,6,4.08,-6.95,-2.87,45.96,20.75,7.75,6.44,5.45,4.16,6.42,5.05,0.5,25.21,2017,Western Michigan,407.0,348.0,6,1696.3636363636363,1705.0,1749.0,4.790371422833334,44.0,,,0.0,,-4.37
86,Buffalo,MAC (East),,6,6,0.28,-3.2,-2.92,38.18,14.69,9.67,6.9,4.21,3.68,6.93,4.9,0.5,23.490000000000002,2017,Buffalo,342.0,298.0,6,1256.2727272727273,1278.0,1252.0,4.838408158416667,-26.0,,,0.0,,-5.34
87,Tennessee,SEC (East),,4,8,-4.83,1.66,-3.18,36.07,13.41,8.38,4.94,4.61,4.19,6.31,4.36,0.3333333333333333,22.66,2017,Tennessee,238.0,349.0,4,1545.909090909091,1498.0,1651.0,3.7589083438333333,153.0,25.0,23.0,-0.333,,3.41
88,North Texas,CUSA (West),,9,5,6.44,-10.04,-3.6,46.48,24.56,8.88,7.12,4.98,3.85,7.04,5.12,0.6428571428571429,21.919999999999998,2017,North Texas,497.0,490.0,9,1236.6153846153845,1177.0,1270.0,4.086365674,93.0,,,0.23199999999999998,,-4.1
89,Eastern Michigan,MAC (West),,5,7,-3.63,-0.47,-4.09,36.1,12.3,8.04,6.38,4.07,3.45,6.18,4.55,0.4166666666666667,23.8,2017,Eastern Michigan,313.0,280.0,5,1349.0833333333333,1349.0,1323.0,5.862061908499999,-26.0,,,-0.04199999999999998,,-4.76
90,Air Force,MWC (Mountain),,5,7,2.55,-7.32,-4.77,45.12,20.32,10.31,7.48,5.66,4.84,6.54,5.8,0.4166666666666667,24.799999999999997,2017,Air Force,377.0,389.0,5,1510.2727272727273,1552.0,1508.0,4.627525853,-44.0,,,0.08300000000000002,,-1.02
91,Akron,MAC (East),,7,7,-6.82,2.0,-4.82,33.37,14.71,7.58,5.97,3.7,4.31,5.71,4.95,0.5,18.659999999999997,2017,Akron,310.0,392.0,7,1251.7692307692307,1274.0,1206.0,3.367689596785714,-68.0,,,0.25,,-1.96
92,Central Michigan,MAC (West),,8,5,-0.61,-4.42,-5.03,39.27,17.67,8.03,5.44,4.5,3.89,6.43,4.45,0.6153846153846154,21.6,2017,Central Michigan,370.0,358.0,8,1329.0,1426.0,1217.0,4.034550870538461,-209.0,,,0.135,,-4.8
94,UTSA,CUSA (West),,6,5,-8.71,2.92,-5.78,30.39,10.56,7.77,6.23,5.06,3.52,6.32,4.46,0.5454545454545454,19.83,2017,UTSA,259.0,187.0,6,1444.9,1464.0,1477.0,4.222836567818182,13.0,,,-0.17000000000000004,,-10.33
95,Miami (OH),MAC (East),,5,7,-4.57,-1.47,-6.04,34.03,15.27,8.24,6.09,4.53,4.07,6.38,4.83,0.4166666666666667,18.76,2017,Miami (OH),293.0,289.0,5,1341.090909090909,1313.0,1348.0,3.9922000015,35.0,,,0.08300000000000002,,-6.21
96,Baylor,Big 12,,1,11,-0.59,-5.88,-6.47,41.54,18.3,8.88,6.46,4.61,4.12,6.94,5.01,0.08333333333333333,23.24,2017,Baylor,292.0,431.0,1,1475.5833333333333,1434.0,1513.0,3.400242889416667,79.0,,,0.027999999999999997,,4.12
98,Florida International,CUSA (East),,8,5,-2.84,-3.9,-6.75,35.42,20.21,8.39,6.78,4.78,4.22,6.53,5.26,0.6153846153846154,15.21,2017,Florida International,333.0,370.0,8,1226.5833333333333,1240.0,1175.0,4.352844356153846,-65.0,,,0.010000000000000009,,-6.36
99,Tulsa,American (West),,2,10,0.22,-7.68,-7.46,40.88,22.2,7.92,8.2,5.76,4.85,6.52,6.09,0.16666666666666666,18.680000000000003,2017,Tulsa,352.0,450.0,2,1547.8333333333333,1511.0,1441.0,4.629688303583333,-70.0,,,-0.04200000000000001,,0.04
100,Illinois,Big Ten (West),,2,10,-6.84,-1.03,-7.87,33.66,15.01,7.94,5.86,4.5,4.03,6.16,4.57,0.16666666666666666,18.65,2017,Illinois,185.0,378.0,2,1292.4166666666667,1251.0,1278.0,3.41818426425,27.0,,,-0.167,,5.38
102,BYU,Ind,,4,9,-9.89,1.83,-8.06,29.23,12.05,7.26,6.29,5.04,2.89,6.27,4.21,0.3076923076923077,17.18,2017,BYU,222.0,321.0,4,1448.0833333333333,1332.0,1473.0,3.4920040855384613,141.0,,,,,-1.37
103,UAB,CUSA (West),,8,5,-3.08,-5.0,-8.08,34.75,19.56,7.38,6.01,4.99,4.11,6.12,4.84,0.6153846153846154,15.190000000000001,2017,UAB,361.0,333.0,8,1423.9166666666667,1442.0,1403.0,4.101876394692308,-39.0,,,0.135,,-10.62
104,New Mexico State,Sun Belt,,7,6,0.39,-9.07,-8.69,38.65,22.24,7.73,6.17,4.62,3.78,6.71,4.77,0.5384615384615384,16.41,2017,New Mexico State,381.0,386.0,7,1238.6153846153845,1265.0,1254.0,5.76422263023077,-11.0,,,-0.038000000000000034,,-8.3
105,Nevada,MWC (West),,3,9,-1.58,-7.67,-9.25,39.72,21.1,8.23,7.43,4.84,3.62,6.78,5.0,0.25,18.619999999999997,2017,Nevada,338.0,407.0,3,1326.909090909091,1288.0,1325.0,3.9907057897500002,37.0,,,0.125,,-2.0
106,Massachusetts,Ind,,4,8,1.75,-11.11,-9.36,40.93,24.18,8.82,6.28,4.47,4.22,6.85,5.07,0.3333333333333333,16.75,2017,Massachusetts,367.0,382.0,4,1272.909090909091,1336.0,1226.0,4.815026064166667,-110.0,,,,,-7.03
107,Cincinnati,American (East),,4,8,-5.45,-4.14,-9.59,32.75,18.94,6.61,6.68,5.13,3.75,6.0,4.92,0.3333333333333333,13.809999999999999,2017,Cincinnati,251.0,382.0,4,1313.0,1273.0,1381.0,4.309641090666667,108.0,,,-0.08300000000000002,,-0.76
108,New Mexico,MWC (Mountain),,3,9,-7.64,-2.73,-10.38,32.32,18.99,7.17,6.53,5.94,3.84,6.47,5.13,0.25,13.330000000000002,2017,New Mexico,248.0,382.0,3,1348.090909090909,1254.0,1446.0,3.94669024775,192.0,,,-0.125,,-2.38
109,Georgia State,Sun Belt,,7,5,-9.21,-1.46,-10.66,28.94,17.91,8.35,6.64,3.75,3.9,6.12,5.15,0.5833333333333334,11.030000000000001,2017,Georgia State,244.0,297.0,7,1249.7272727272727,1296.0,1257.0,4.3039239056,-39.0,,,0.04200000000000004,,-9.25
111,Western Kentucky,CUSA (East),,6,7,-3.54,-7.45,-10.99,33.52,21.39,8.39,6.64,2.37,4.09,6.07,5.02,0.46153846153846156,12.130000000000003,2017,Western Kentucky,331.0,349.0,6,1655.0,1682.0,1696.0,5.089701221692308,14.0,,,0.03799999999999998,,-9.61
112,Idaho,Sun Belt,,4,8,-11.24,-0.11,-11.35,27.5,15.61,7.71,6.17,3.74,3.68,5.66,4.6,0.3333333333333333,11.89,2017,Idaho,251.0,309.0,4,1261.0,1168.0,1324.0,4.8940864243333335,156.0,,,0.04199999999999998,,-7.94
113,South Alabama,Sun Belt,,4,8,-13.54,1.83,-11.71,27.12,15.23,7.55,6.33,3.48,3.83,5.72,4.86,0.3333333333333333,11.89,2017,South Alabama,238.0,318.0,4,1265.7272727272727,1283.0,1240.0,4.2924206009166666,-43.0,,,0.04199999999999998,,-6.46
115,Kansas,Big 12,,1,11,-7.24,-5.11,-12.35,34.86,24.11,7.44,7.22,4.25,3.37,5.98,4.84,0.08333333333333333,10.75,2017,Kansas,224.0,521.0,1,1060.6363636363637,1005.0,999.0,1.4816566121666668,-6.0,,,-0.083,,4.23
116,East Carolina,American (East),,3,9,-1.43,-10.94,-12.37,38.78,32.04,8.04,9.29,4.23,5.21,6.47,6.73,0.25,6.740000000000002,2017,East Carolina,299.0,540.0,3,1185.0833333333333,1081.0,1173.0,2.721485533833333,92.0,,,0.0,,-0.04
117,Bowling Green,MAC (East),,2,10,-1.02,-12.09,-13.11,39.18,28.06,7.92,7.12,5.23,5.27,6.62,5.87,0.16666666666666666,11.120000000000001,2017,Bowling Green,304.0,456.0,2,1206.7272727272727,1179.0,1199.0,3.7915152525,20.0,,,0.08299999999999999,,-2.36
118,Oregon State,Pac-12 (North),,1,11,-4.65,-8.92,-13.57,36.27,25.82,8.15,6.52,4.74,4.48,6.44,5.1,0.08333333333333333,10.450000000000003,2017,Oregon State,248.0,516.0,1,1273.0,1242.0,1226.0,3.3199035127500003,-16.0,,,-0.083,,3.27
120,Old Dominion,CUSA (East),,5,7,-8.57,-5.38,-13.95,29.87,22.38,6.46,6.67,4.92,4.26,5.73,4.99,0.4166666666666667,7.490000000000002,2017,Old Dominion,248.0,380.0,5,1266.7272727272727,1180.0,1328.0,4.004690068833333,148.0,,,-0.04199999999999998,,-6.53
121,Louisiana,Sun Belt,,5,7,-2.62,-12.89,-15.51,35.61,30.83,7.31,7.52,5.29,4.99,6.34,5.8,0.4166666666666667,4.780000000000001,2017,Louisiana,338.0,480.0,5,1266.3636363636363,1179.0,1298.0,3.614383310545455,119.0,,,0.08300000000000002,,-8.35
122,Georgia Southern,Sun Belt,,2,10,-10.57,-6.26,-16.83,31.09,22.51,7.82,7.42,4.93,4.9,5.75,5.78,0.16666666666666666,8.579999999999998,2017,Georgia Southern,250.0,386.0,2,1259.7272727272727,1136.0,1304.0,3.1096243837500004,168.0,,,0.08299999999999999,,-5.58
123,Coastal Carolina,Sun Belt,,3,9,-7.5,-9.7,-17.2,31.31,25.83,8.0,7.45,4.69,4.02,6.14,5.33,0.25,5.48,2017,Coastal Carolina,284.0,408.0,3,1324.0,1308.0,1412.0,4.03912502575,104.0,,,0.0,,-8.78
124,Kent State,MAC (East),,2,10,-14.75,-2.92,-17.66,25.13,22.04,7.45,6.8,4.36,4.68,5.46,5.32,0.16666666666666666,3.09,2017,Kent State,153.0,421.0,2,1073.909090909091,996.0,1083.0,2.4330378043333334,87.0,,,-0.04200000000000001,,-1.75
125,Rice,CUSA (West),,1,11,-11.72,-6.65,-18.37,28.48,26.29,8.1,7.99,5.19,4.18,6.34,5.61,0.08333333333333333,2.1900000000000013,2017,Rice,195.0,429.0,1,1082.5833333333333,1023.0,1085.0,2.7259958526666668,62.0,,,0.041999999999999996,,-4.29
127,Ball State,MAC (West),,2,10,-11.28,-7.99,-19.27,28.69,31.77,6.3,8.03,4.37,5.06,5.38,6.03,0.16666666666666666,-3.0799999999999983,2017,Ball State,215.0,488.0,2,1138.2727272727273,1040.0,1262.0,2.21872335175,222.0,,,-0.167,,-5.52
128,Texas State,Sun Belt,,2,10,-12.88,-6.44,-19.31,26.37,25.2,7.29,8.12,3.88,3.42,5.53,5.42,0.16666666666666666,1.1700000000000017,2017,Texas State,207.0,403.0,2,996.5454545454545,1018.0,940.0,3.035176138545455,-78.0,,,-0.04200000000000001,,-7.31
129,Charlotte,CUSA (East),,1,11,-14.14,-6.11,-20.25,24.73,24.58,6.24,7.32,5.4,4.5,5.86,5.44,0.08333333333333333,0.15000000000000213,2017,Charlotte,170.0,393.0,1,1054.7272727272727,1025.0,1030.0,3.28784756225,5.0,,,0.041999999999999996,,-6.0
130,UTEP,CUSA (West),,0,12,-18.77,-4.98,-23.75,21.71,24.04,5.85,6.37,3.86,4.58,4.96,5.01,0.0,-2.3299999999999983,2017,UTEP,141.0,441.0,0,1008.5,977.0,967.0,2.0773919225,-10.0,,,0.0,,-3.67
1,Clemson,ACC (Atlantic),1.0,15,0,9.41,17.04,26.45,61.9,-5.8,10.0,4.36,7.97,1.35,8.73,2.88,1.0,67.7,2018,Clemson,664.0,197.0,15,2124.8571428571427,2209.0,1954.0,2.059659202666667,-255.0,2.0,1.0,0.0,1.0,5.19
2,Alabama,SEC (West),2.0,14,1,12.19,13.1,25.29,64.54,-3.29,12.98,4.01,6.82,1.67,9.35,2.94,0.9333333333333333,67.83000000000001,2018,Alabama,684.0,271.0,14,2229.3571428571427,2231.0,2231.0,1.3541358021333332,0.0,1.0,1.0,0.06699999999999995,-1.0,6.63
3,Georgia,SEC (East),7.0,11,3,9.53,11.17,20.69,57.85,-1.14,10.97,3.46,7.46,2.73,8.7,3.29,0.7857142857142857,58.99,2018,Georgia,530.0,269.0,11,1962.4615384615386,1922.0,1922.0,2.2745625711428574,0.0,3.0,2.0,0.08899999999999997,-4.0,6.33
4,Oklahoma,Big 12,4.0,12,2,21.41,-3.35,18.06,68.7,13.55,13.26,5.99,8.1,2.95,10.19,4.64,0.8571428571428571,55.150000000000006,2018,Oklahoma,677.0,466.0,12,2011.642857142857,2032.0,1995.0,3.2366016927857144,-37.0,7.0,4.0,0.03200000000000003,3.0,6.14
5,Ohio State,Big Ten (East),3.0,13,1,15.24,2.5,17.74,62.53,8.99,11.12,5.42,5.69,3.29,8.21,4.51,0.9285714285714286,53.54,2018,Ohio State,593.0,357.0,13,1993.142857142857,1929.0,2066.0,4.110955915071428,137.0,5.0,2.0,-0.040000000000000036,2.0,4.1
6,Notre Dame,Ind,5.0,12,1,5.57,11.84,17.4,50.14,-0.14,9.8,3.78,5.73,2.59,7.35,3.32,0.9230769230769231,50.28,2018,Notre Dame,408.0,237.0,12,1827.076923076923,1904.0,1870.0,3.4038318586153844,-34.0,12.0,3.0,,7.0,5.17
7,Michigan,Big Ten (East),14.0,10,3,5.92,10.56,16.47,54.84,0.39,10.03,4.0,6.27,2.45,7.61,3.19,0.7692307692307693,54.45,2018,Michigan,457.0,252.0,10,1900.3846153846155,1957.0,1882.0,2.855824082615385,-75.0,14.0,4.0,0.12,0.0,5.47
8,LSU,SEC (West),6.0,10,3,8.4,6.81,15.2,52.79,2.34,9.73,3.78,5.63,2.17,7.19,3.11,0.7692307692307693,50.45,2018,LSU,421.0,283.0,10,1822.75,1899.0,1811.0,4.296057252230769,-88.0,25.0,4.0,-0.14400000000000002,19.0,5.67
9,UCF,American (East),11.0,12,1,10.24,4.29,14.53,54.72,8.41,9.73,5.61,6.75,3.5,7.8,4.54,0.9230769230769231,46.31,2018,UCF,562.0,295.0,12,1847.0833333333333,1858.0,1854.0,3.9211776243076923,-4.0,21.0,7.0,0.07699999999999996,10.0,-2.78
10,Florida,SEC (East),7.0,10,3,5.91,7.75,13.66,54.6,3.01,9.67,4.14,6.78,3.0,7.86,3.58,0.7692307692307693,51.59,2018,Florida,455.0,260.0,10,1627.1818181818182,1663.0,1665.0,4.1764605456153845,2.0,,7.0,-0.14400000000000002,,4.04
11,Texas A&M,SEC (West),16.0,9,4,10.78,2.82,13.61,57.57,5.61,9.48,5.91,7.07,1.65,8.02,4.01,0.6923076923076923,51.96,2018,Texas A&M,468.0,329.0,9,1675.8333333333333,1678.0,1689.0,4.513922669538461,11.0,,16.0,-0.06699999999999995,,7.15
12,Mississippi State,SEC (West),,8,5,-2.98,16.22,13.24,48.69,-6.24,9.01,3.4,7.25,1.39,7.83,2.52,0.6153846153846154,54.93,2018,Mississippi State,371.0,171.0,8,1784.4166666666667,1724.0,1723.0,2.9977724646153847,-1.0,18.0,14.0,-0.11499999999999999,,5.93
13,Iowa,Big Ten (West),25.0,9,4,3.6,9.53,13.14,49.89,0.99,8.94,4.44,5.33,1.73,6.83,3.15,0.6923076923076923,48.9,2018,Iowa,405.0,231.0,9,1810.0833333333333,1808.0,1808.0,4.499573641923077,0.0,,18.0,-0.1359999999999999,,3.29
14,Missouri,SEC (East),,8,5,9.51,3.63,13.14,56.47,5.8,10.18,5.53,6.19,2.03,7.85,3.93,0.6153846153846154,50.67,2018,Missouri,476.0,331.0,8,1721.0833333333333,1744.0,1661.0,3.766326102076923,-83.0,,24.0,-0.11499999999999999,,5.75
15,West Virginia,Big 12,20.0,8,4,10.45,2.14,12.6,57.94,8.46,11.24,5.94,5.82,2.93,8.4,4.44,0.6666666666666666,49.48,2018,West Virginia,483.0,326.0,8,1729.909090909091,1664.0,1700.0,3.743762691083333,36.0,17.0,6.0,0.0,-3.0,3.85
16,Fresno State,MWC (West),18.0,12,2,-0.04,12.36,12.32,47.52,0.07,9.5,4.78,5.27,2.94,7.17,3.84,0.8571428571428571,47.45,2018,Fresno State,485.0,198.0,12,1685.8461538461538,1720.0,1629.0,3.5420431483571426,-91.0,,16.0,0.018000000000000016,,-3.04
17,Penn State,Big Ten (East),17.0,9,4,5.05,7.27,12.32,54.17,3.07,9.43,4.39,6.55,2.35,7.65,3.37,0.6923076923076923,51.1,2018,Penn State,439.0,267.0,9,1978.5384615384614,2009.0,2076.0,4.280064010384615,67.0,10.0,8.0,-0.02499999999999991,-7.0,4.86
18,Washington State,Pac-12 (North),10.0,11,2,10.05,2.14,12.19,54.03,10.41,9.11,5.6,4.82,3.54,7.63,4.48,0.8461538461538461,43.620000000000005,2018,Washington State,488.0,303.0,11,1665.5833333333333,1669.0,1629.0,4.626046176923077,-40.0,,7.0,-0.06799999999999995,,-0.04
19,Syracuse,ACC (Atlantic),15.0,10,3,10.39,1.75,12.14,54.29,10.12,8.64,5.81,5.35,3.06,6.67,4.5,0.7692307692307693,44.17,2018,Syracuse,523.0,351.0,10,1511.8333333333333,1504.0,1520.0,5.025808766615385,16.0,,12.0,-0.019000000000000017,,1.3
20,Kentucky,SEC (East),12.0,10,3,0.57,11.49,12.06,46.1,-1.67,9.27,4.61,6.4,2.62,7.34,3.63,0.7692307692307693,47.77,2018,Kentucky,346.0,219.0,10,1581.1666666666667,1635.0,1623.0,4.05762684276923,-12.0,,11.0,-0.14400000000000002,,4.37
21,Washington,Pac-12 (North),13.0,10,4,-0.2,11.62,11.42,43.76,-0.9,10.21,3.96,5.57,2.64,7.49,3.28,0.7142857142857143,44.66,2018,Washington,369.0,229.0,10,1844.4615384615386,1845.0,1845.0,4.090090512571429,0.0,6.0,6.0,0.06400000000000006,-7.0,3.7
22,Texas,Big 12,9.0,10,4,5.83,5.33,11.15,49.92,4.4,9.54,4.83,5.05,2.18,6.96,3.68,0.7142857142857143,45.52,2018,Texas,435.0,362.0,10,1712.0714285714287,1730.0,1722.0,4.965657918642857,-8.0,23.0,6.0,0.06400000000000006,14.0,6.3
23,Auburn,SEC (West),,8,5,0.59,10.17,10.76,50.71,-0.41,9.78,4.49,5.88,2.35,7.38,3.47,0.6153846153846154,51.12,2018,Auburn,402.0,249.0,8,1815.9166666666667,1776.0,1813.0,3.1153956276153845,37.0,9.0,7.0,-0.24,,5.6
24,Utah,Pac-12 (South),,9,5,1.68,8.23,9.91,46.43,4.3,9.28,4.63,5.91,2.18,7.28,3.37,0.6428571428571429,42.13,2018,Utah,393.0,272.0,9,1715.2307692307693,1743.0,1617.0,4.621782822,-126.0,,16.0,0.02400000000000002,,3.06
26,Utah State,MWC (Mountain),22.0,11,2,7.51,2.08,9.58,59.21,11.16,8.98,5.91,6.5,3.13,7.63,4.43,0.8461538461538461,48.05,2018,Utah State,618.0,289.0,11,1666.4166666666667,1668.0,1635.0,2.9388582249999997,-33.0,,14.0,0.029000000000000026,,-5.88
27,Boise State,MWC (Mountain),23.0,10,3,5.61,3.09,8.69,51.66,7.88,9.38,6.63,5.26,2.72,7.13,4.7,0.7692307692307693,43.779999999999994,2018,Boise State,460.0,287.0,10,1769.3846153846155,1769.0,1796.0,3.9322080510000004,27.0,22.0,17.0,0.10599999999999998,-1.0,-0.46
28,Iowa State,Big 12,,8,5,1.25,6.53,7.78,44.33,3.75,10.47,4.97,4.85,2.26,7.17,3.6,0.6153846153846154,40.58,2018,Iowa State,348.0,298.0,8,1681.5,1666.0,1645.0,4.470196604461538,-21.0,,18.0,0.052000000000000046,,4.01
29,Stanford,Pac-12 (North),,9,4,3.5,4.21,7.71,46.08,7.81,10.42,5.7,4.75,2.98,7.62,4.36,0.6923076923076923,38.269999999999996,2018,Stanford,369.0,298.0,9,1736.5833333333333,1701.0,1758.0,4.465058275,57.0,13.0,7.0,-0.02499999999999991,,2.87
30,Wisconsin,Big Ten (West),,8,5,3.5,4.17,7.68,48.37,6.32,8.73,5.54,7.54,3.24,7.9,4.39,0.6153846153846154,42.05,2018,Wisconsin,386.0,294.0,8,1810.5384615384614,1776.0,1879.0,3.463450139615385,103.0,4.0,4.0,-0.05899999999999994,,2.6
31,Northwestern,Big Ten (West),21.0,9,5,2.41,5.1,7.51,44.67,5.18,8.64,5.68,4.47,2.44,6.34,4.21,0.6428571428571429,39.49,2018,Northwestern,339.0,325.0,9,1654.9285714285713,1664.0,1648.0,5.630696181,-16.0,,20.0,0.246,,5.94
32,South Carolina,SEC (East),,7,6,5.42,1.92,7.34,50.45,7.95,10.01,4.85,5.87,2.95,7.75,3.9,0.5384615384615384,42.5,2018,South Carolina,391.0,354.0,7,1619.8333333333333,1620.0,1653.0,3.9744711525384613,33.0,,24.0,-0.038000000000000034,,5.88
33,Army,Ind,19.0,11,2,-3.18,10.45,7.27,42.26,2.52,11.57,5.92,5.56,3.02,6.12,4.57,0.8461538461538461,39.739999999999995,2018,Army,426.0,230.0,11,1614.0,1697.0,1629.0,2.9189352103846153,-68.0,,19.0,,,-3.81
34,Cincinnati,American (East),24.0,11,2,-2.43,9.58,7.15,45.57,3.86,8.54,4.91,5.82,2.25,6.75,3.7,0.8461538461538461,41.71,2018,Cincinnati,454.0,224.0,11,1489.0833333333333,1496.0,1472.0,4.930496569923077,-24.0,,19.0,-0.09599999999999997,,-3.93
35,Virginia,ACC (Coastal),,8,5,-0.26,7.38,7.11,42.18,3.42,9.1,4.89,5.24,2.95,6.72,3.97,0.6153846153846154,38.76,2018,Virginia,370.0,261.0,8,1501.1666666666667,1556.0,1499.0,4.309481829923077,-57.0,,23.0,-0.11499999999999999,,-0.04
36,Purdue,Big Ten (West),,6,7,5.72,1.32,7.04,51.38,10.67,9.85,5.91,5.93,3.05,7.86,4.58,0.46153846153846156,40.71,2018,Purdue,397.0,390.0,6,1647.6153846153845,1785.0,1608.0,5.304638560076923,-177.0,,,0.09400000000000003,,6.51
37,Oklahoma State,Big 12,,7,6,10.15,-3.33,6.82,55.69,13.58,9.61,5.48,6.13,3.57,7.66,4.55,0.5384615384615384,42.11,2018,Oklahoma State,499.0,422.0,7,1746.0,1692.0,1781.0,4.839676422384615,89.0,,15.0,-0.20500000000000002,,3.67
39,Oregon,Pac-12 (North),,9,4,5.25,1.42,6.67,50.05,11.76,9.43,5.39,5.46,3.23,7.18,4.16,0.6923076923076923,38.29,2018,Oregon,453.0,330.0,9,1623.3333333333333,1541.0,1678.0,4.1592684723076925,137.0,24.0,12.0,-0.1359999999999999,,-0.49
41,Duke,ACC (Coastal),,8,5,2.82,3.54,6.37,47.35,10.32,8.52,4.48,5.52,3.62,6.82,4.32,0.6153846153846154,37.03,2018,Duke,382.0,356.0,8,1616.0,1676.0,1676.0,4.358359169076923,0.0,,22.0,-0.24,,3.6
42,Vanderbilt,SEC (East),,6,7,3.5,2.75,6.25,47.46,7.79,9.69,5.44,6.4,3.61,7.85,4.53,0.46153846153846156,39.67,2018,Vanderbilt,370.0,346.0,6,1505.5,1509.0,1482.0,4.863623305230769,-27.0,,,-0.08700000000000002,,5.09
43,Michigan State,Big Ten (East),,7,6,-5.9,11.91,6.01,37.35,-2.84,7.65,4.53,4.73,1.17,6.09,3.11,0.5384615384615384,40.19,2018,Michigan State,243.0,223.0,7,1659.6923076923076,1663.0,1651.0,6.076880455846153,-12.0,11.0,11.0,0.018000000000000016,,5.08
45,Arizona State,Pac-12 (South),,7,6,5.2,0.17,5.37,48.35,11.63,9.44,5.73,6.19,3.7,7.57,4.59,0.5384615384615384,36.72,2018,Arizona State,389.0,332.0,7,1621.1538461538462,1615.0,1603.0,4.994394076461538,-12.0,,23.0,0.018000000000000016,,1.67
46,Minnesota,Big Ten (West),,7,6,0.93,4.35,5.28,46.03,7.32,9.41,5.05,5.43,3.68,6.89,4.45,0.5384615384615384,38.71,2018,Minnesota,376.0,345.0,7,1502.3076923076924,1418.0,1503.0,3.589887729769231,85.0,,,-0.20500000000000002,,4.05
